Order_ID,Order_Date,Ship_Date,Year,Month,Quarter,Customer_ID,Customer_Name,Segment,Country,State,City,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Delivery_Days,Profit_Margin,Payment_Mode,Ship_Mode
ORD03861,2024-11-11,2024-11-12,2024,November,Q4,CUST6813,Arjun,Consumer,India,Gujarat,Surat,West,Furniture,Table,Table,5629.77,8,15,1552.64,1,27.58,Debit Card,First Class
ORD03862,2023-06-09,2023-06-12,2023,June,Q2,CUST2453,Priya,Consumer,India,Delhi,New Delhi,North,Furniture,Sofa,Sofa,252.42,2,20,53.48,3,21.19,UPI,Standard Class
ORD03863,2023-12-30,2024-01-04,2023,December,Q4,CUST2728,Karan,Corporate,India,Madhya Pradesh,Bhopal,Central,Technology,Printer,Printer,9049.9,1,15,-9.93,5,-0.11,Credit Card,Same Day
ORD03864,2024-12-03,2024-12-07,2024,December,Q4,CUST1157,Neha,Home Office,India,Bihar,Patna,East,Office Supplies,Marker,Marker,1142.03,7,15,112.6,4,9.86,Credit Card,Standard Class
ORD03865,2023-01-02,2023-01-04,2023,January,Q1,CUST7426,Nisha,Corporate,India,Madhya Pradesh,Bhopal,Central,Furniture,Sofa,Sofa,9350.05,1,0,1307.47,2,13.98,Debit Card,Same Day
ORD03866,2024-01-07,2024-01-13,2024,January,Q1,CUST8504,Sneha,Home Office,India,Madhya Pradesh,Bhopal,Central,Technology,Keyboard,Keyboard,5369.07,7,15,-3.25,6,-0.06,UPI,Same Day
ORD03867,2024-03-19,2024-03-24,2024,March,Q1,CUST6316,Simran,Consumer,India,Bihar,Darbhanga,East,Furniture,Chair,Chair,207.74,6,0,48.52,5,23.36,UPI,Second Class
ORD03868,2023-05-01,2023-05-04,2023,May,Q2,CUST8951,Rahul,Corporate,India,Maharashtra,Mumbai,West,Office Supplies,Paper,Paper,1058.23,7,5,181.85,3,17.18,Cash,Same Day
ORD03869,2023-07-28,2023-08-04,2023,July,Q3,CUST5856,Rohan,Home Office,India,Karnataka,Bengaluru,South,Technology,Printer,Printer,9163.24,1,10,211.01,7,2.3,Net Banking,Standard Class
ORD03870,2023-07-27,2023-07-28,2023,July,Q3,CUST7191,Priya,Corporate,India,Bihar,Patna,East,Office Supplies,Marker,Marker,6719.67,3,20,-150.89,1,-2.25,Cash,Same Day
ORD03871,2024-09-10,2024-09-11,2024,September,Q3,CUST4609,Ritika,Corporate,India,Delhi,New Delhi,North,Technology,Mouse,Mouse,6116.8,2,15,45.12,1,0.74,Cash,First Class
ORD03872,2024-11-03,2024-11-10,2024,November,Q4,CUST8689,Arjun,Home Office,India,Gujarat,Ahmedabad,West,Technology,Laptop,Laptop,7412.34,2,15,410.87,7,5.54,Debit Card,Second Class
ORD03873,2024-09-28,2024-10-02,2024,September,Q3,CUST1798,Shweta,Corporate,India,Delhi,New Delhi,North,Technology,Mouse,Mouse,4741.23,1,20,757.65,4,15.98,Credit Card,Same Day
ORD03874,2024-11-16,2024-11-23,2024,November,Q4,CUST9030,Shweta,Home Office,India,Delhi,New Delhi,North,Furniture,Table,Table,1878.48,1,20,393.68,7,20.96,Credit Card,Same Day
ORD03875,2024-09-28,2024-10-02,2024,September,Q3,CUST9701,Saurabh,Home Office,India,Bihar,Patna,East,Technology,Printer,Printer,3165.88,8,10,575.65,4,18.18,Debit Card,Second Class
ORD03876,2023-02-06,2023-02-11,2023,February,Q1,CUST8214,Neha,Corporate,India,Bihar,Darbhanga,East,Office Supplies,Pen,Pen,1751.17,4,0,334.2,5,19.08,Credit Card,Same Day
ORD03877,2024-01-29,2024-02-02,2024,January,Q1,CUST3481,Neha,Consumer,India,Karnataka,Mysuru,South,Furniture,Chair,Chair,1456.24,4,5,143.99,4,9.89,Credit Card,Same Day
ORD03878,2024-07-01,2024-07-03,2024,July,Q3,CUST5814,Saurabh,Corporate,India,Bihar,Patna,East,Technology,Laptop,Laptop,2622.62,9,5,555.82,2,21.19,Net Banking,Standard Class
ORD03879,2023-02-27,2023-03-04,2023,February,Q1,CUST5564,Rohan,Home Office,India,Madhya Pradesh,Indore,Central,Technology,Laptop,Laptop,2767.94,7,10,715.79,5,25.86,UPI,Standard Class
ORD03880,2023-03-29,2023-04-05,2023,March,Q1,CUST4649,Priya,Home Office,India,Karnataka,Mysuru,South,Office Supplies,Pen,Pen,8939.84,8,20,167.66,7,1.88,Net Banking,Standard Class
ORD03881,2024-08-17,2024-08-24,2024,August,Q3,CUST1384,Rahul,Corporate,India,Karnataka,Bengaluru,South,Office Supplies,Notebook,Notebook,6215.69,4,15,-119.96,7,-1.93,Debit Card,Standard Class
ORD03882,2023-09-26,2023-09-27,2023,September,Q3,CUST6688,Shweta,Consumer,India,Karnataka,Mysuru,South,Office Supplies,Paper,Paper,4037.06,5,20,806.05,1,19.97,Credit Card,Standard Class
ORD03883,2024-07-27,2024-08-01,2024,July,Q3,CUST2526,Neha,Home Office,India,Gujarat,Ahmedabad,West,Office Supplies,Paper,Paper,6662.35,3,15,1123.57,5,16.86,UPI,Same Day
ORD03884,2024-06-19,2024-06-20,2024,June,Q2,CUST5776,Anjali,Consumer,India,Gujarat,Ahmedabad,West,Furniture,Bookcase,Bookcase,2968.9,1,15,244.37,1,8.23,Debit Card,Same Day
ORD03885,2024-12-02,2024-12-04,2024,December,Q4,CUST5560,Rohan,Consumer,India,Madhya Pradesh,Bhopal,Central,Furniture,Chair,Chair,1208.87,8,15,243.78,2,20.17,Debit Card,Same Day
ORD03886,2023-10-14,2023-10-20,2023,October,Q4,CUST1191,Karan,Home Office,India,Delhi,New Delhi,North,Technology,Keyboard,Keyboard,5138.11,9,5,1017.7,6,19.81,Debit Card,Same Day
ORD03887,2023-01-07,2023-01-08,2023,January,Q1,CUST4777,Amit,Consumer,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Marker,Marker,2639.65,3,10,167.76,1,6.36,Cash,First Class
ORD03888,2024-07-25,2024-07-30,2024,July,Q3,CUST8131,Rohan,Consumer,India,Delhi,New Delhi,North,Furniture,Bookcase,Bookcase,3475.31,6,20,-142.45,5,-4.1,Credit Card,First Class
ORD03889,2023-10-04,2023-10-09,2023,October,Q4,CUST6673,Deepak,Consumer,India,Madhya Pradesh,Bhopal,Central,Technology,Keyboard,Keyboard,3542.27,2,20,818.82,5,23.12,UPI,First Class
ORD03890,2023-08-26,2023-08-28,2023,August,Q3,CUST5299,Simran,Consumer,India,Delhi,New Delhi,North,Furniture,Chair,Chair,8993.53,3,15,1181.54,2,13.14,UPI,Same Day
ORD03891,2024-11-26,2024-11-28,2024,November,Q4,CUST7925,Deepak,Consumer,India,Bihar,Darbhanga,East,Furniture,Sofa,Sofa,4663.92,10,10,-182.88,2,-3.92,UPI,First Class
ORD03892,2024-07-05,2024-07-12,2024,July,Q3,CUST3980,Neha,Consumer,India,Madhya Pradesh,Bhopal,Central,Technology,Printer,Printer,8816.2,5,10,-400.66,7,-4.54,Net Banking,Standard Class
ORD03893,2024-09-08,2024-09-11,2024,September,Q3,CUST2633,Nisha,Consumer,India,Delhi,New Delhi,North,Technology,Keyboard,Keyboard,9458.55,8,15,1146.62,3,12.12,UPI,First Class
ORD03894,2023-01-15,2023-01-20,2023,January,Q1,CUST4535,Simran,Corporate,India,Karnataka,Bengaluru,South,Furniture,Table,Table,3550.96,8,10,971.1,5,27.35,UPI,Standard Class
ORD03895,2023-05-31,2023-06-03,2023,May,Q2,CUST4846,Karan,Home Office,India,Bihar,Darbhanga,East,Furniture,Sofa,Sofa,439.03,3,5,67.39,3,15.35,UPI,Standard Class
ORD03896,2024-03-18,2024-03-21,2024,March,Q1,CUST8163,Rohan,Home Office,India,Madhya Pradesh,Indore,Central,Office Supplies,Paper,Paper,5579.54,8,20,149.32,3,2.68,Cash,Same Day
ORD03897,2024-12-27,2024-12-30,2024,December,Q4,CUST6337,Vikas,Home Office,India,Maharashtra,Mumbai,West,Technology,Laptop,Laptop,4403.1,1,15,785.04,3,17.83,Net Banking,Standard Class
ORD03898,2024-11-26,2024-12-01,2024,November,Q4,CUST3609,Deepak,Corporate,India,Karnataka,Bengaluru,South,Office Supplies,Paper,Paper,7325.89,1,15,-364.46,5,-4.97,UPI,First Class
ORD03899,2023-07-13,2023-07-20,2023,July,Q3,CUST8403,Rahul,Corporate,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Marker,Marker,9381.16,3,20,71.15,7,0.76,UPI,First Class
ORD03900,2024-06-20,2024-06-21,2024,June,Q2,CUST7017,Nisha,Home Office,India,Gujarat,Surat,West,Office Supplies,Pen,Pen,2489.09,7,0,105.08,1,4.22,UPI,Second Class
ORD03901,2024-01-18,2024-01-25,2024,January,Q1,CUST1330,Neha,Consumer,India,Bihar,Patna,East,Furniture,Chair,Chair,570.64,7,15,-3.96,7,-0.69,Credit Card,Second Class
ORD03902,2023-04-08,2023-04-15,2023,April,Q2,CUST5680,Arjun,Corporate,India,Maharashtra,Nagpur,West,Technology,Laptop,Laptop,9866.23,4,10,595.19,7,6.03,Credit Card,Same Day
ORD03903,2024-03-26,2024-03-31,2024,March,Q1,CUST9801,Riya,Consumer,India,Madhya Pradesh,Bhopal,Central,Furniture,Bookcase,Bookcase,1329.95,2,5,-16.69,5,-1.25,Net Banking,Standard Class
ORD03904,2024-07-17,2024-07-23,2024,July,Q3,CUST2233,Rohan,Home Office,India,Madhya Pradesh,Bhopal,Central,Furniture,Table,Table,7250.71,9,20,1806.14,6,24.91,UPI,Second Class
ORD03905,2024-10-22,2024-10-26,2024,October,Q4,CUST7373,Karan,Corporate,India,Madhya Pradesh,Bhopal,Central,Technology,Mouse,Mouse,2718.13,6,5,-116.01,4,-4.27,Credit Card,Standard Class
ORD03906,2023-06-06,2023-06-07,2023,June,Q2,CUST9875,Sneha,Corporate,India,Maharashtra,Nagpur,West,Technology,Mouse,Mouse,2386.28,3,5,-72.11,1,-3.02,Debit Card,First Class
ORD03907,2024-06-14,2024-06-15,2024,June,Q2,CUST8333,Neha,Home Office,India,Madhya Pradesh,Bhopal,Central,Furniture,Bookcase,Bookcase,1213.27,2,5,122.57,1,10.1,Debit Card,Standard Class
ORD03908,2023-09-27,2023-09-30,2023,September,Q3,CUST2217,Amit,Corporate,India,Madhya Pradesh,Bhopal,Central,Office Supplies,Pen,Pen,2453.2,10,20,320.34,3,13.06,Net Banking,Second Class
ORD03909,2023-05-30,2023-06-04,2023,May,Q2,CUST9460,Saurabh,Consumer,India,Gujarat,Ahmedabad,West,Office Supplies,Pen,Pen,2684.24,2,15,749.41,5,27.92,Credit Card,Second Class
ORD03910,2023-09-09,2023-09-13,2023,September,Q3,CUST4124,Rahul,Corporate,India,Bihar,Darbhanga,East,Office Supplies,Marker,Marker,9078.25,2,0,1347.05,4,14.84,Debit Card,First Class
ORD03911,2024-01-28,2024-02-02,2024,January,Q1,CUST5917,Neha,Consumer,India,Madhya Pradesh,Bhopal,Central,Furniture,Sofa,Sofa,3673.36,1,20,306.36,5,8.34,UPI,First Class
ORD03912,2024-06-15,2024-06-19,2024,June,Q2,CUST1509,Deepak,Consumer,India,Maharashtra,Nagpur,West,Office Supplies,Notebook,Notebook,4236.15,9,20,866.94,4,20.47,Cash,Standard Class
ORD03913,2023-01-27,2023-01-29,2023,January,Q1,CUST7783,Deepak,Consumer,India,Bihar,Patna,East,Technology,Printer,Printer,4626.06,4,15,1155.85,2,24.99,Net Banking,First Class
ORD03914,2023-05-18,2023-05-25,2023,May,Q2,CUST2851,Sneha,Consumer,India,Gujarat,Surat,West,Technology,Keyboard,Keyboard,9452.13,4,15,638.79,7,6.76,Debit Card,Same Day
ORD03915,2023-03-19,2023-03-25,2023,March,Q1,CUST9263,Amit,Corporate,India,Bihar,Darbhanga,East,Furniture,Table,Table,5694.81,2,20,-95.28,6,-1.67,UPI,First Class
ORD03916,2023-12-04,2023-12-11,2023,December,Q4,CUST7158,Deepak,Home Office,India,Madhya Pradesh,Indore,Central,Furniture,Bookcase,Bookcase,2164.6,10,15,205.02,7,9.47,Credit Card,Second Class
ORD03917,2024-04-28,2024-05-01,2024,April,Q2,CUST8581,Rohan,Home Office,India,Delhi,New Delhi,North,Office Supplies,Notebook,Notebook,2220.79,2,20,570.29,3,25.68,Cash,Second Class
ORD03918,2024-12-09,2024-12-13,2024,December,Q4,CUST6066,Saurabh,Consumer,India,Delhi,New Delhi,North,Furniture,Bookcase,Bookcase,1751.21,6,20,191.72,4,10.95,UPI,Standard Class
ORD03919,2024-05-16,2024-05-21,2024,May,Q2,CUST2857,Arjun,Consumer,India,Maharashtra,Nagpur,West,Furniture,Chair,Chair,6135.85,3,0,1179.02,5,19.22,Credit Card,Second Class
ORD03920,2024-07-11,2024-07-16,2024,July,Q3,CUST2506,Neha,Home Office,India,Madhya Pradesh,Indore,Central,Furniture,Bookcase,Bookcase,3954.08,6,20,1005.07,5,25.42,Credit Card,Second Class
ORD03921,2024-01-26,2024-01-29,2024,January,Q1,CUST3135,Arjun,Consumer,India,Delhi,New Delhi,North,Furniture,Chair,Chair,5769.53,5,0,599.04,3,10.38,Debit Card,Standard Class
ORD03922,2023-02-13,2023-02-14,2023,February,Q1,CUST2138,Arjun,Home Office,India,Gujarat,Ahmedabad,West,Furniture,Sofa,Sofa,858.96,4,0,96.75,1,11.26,UPI,First Class
ORD03923,2024-07-10,2024-07-16,2024,July,Q3,CUST1295,Neha,Consumer,India,Delhi,New Delhi,North,Technology,Printer,Printer,8243.21,3,5,1360.87,6,16.51,Debit Card,Standard Class
ORD03924,2023-01-06,2023-01-07,2023,January,Q1,CUST5543,Saurabh,Home Office,India,Maharashtra,Mumbai,West,Office Supplies,Notebook,Notebook,8355.19,10,10,1026.89,1,12.29,Debit Card,Standard Class
ORD03925,2023-05-27,2023-05-31,2023,May,Q2,CUST3568,Amit,Home Office,India,Madhya Pradesh,Indore,Central,Technology,Laptop,Laptop,1360.92,8,15,-61.55,4,-4.52,Credit Card,First Class
ORD03926,2023-09-04,2023-09-06,2023,September,Q3,CUST6938,Rahul,Consumer,India,Delhi,New Delhi,North,Technology,Printer,Printer,3171.55,6,5,616.22,2,19.43,Debit Card,Second Class
ORD03927,2024-08-13,2024-08-16,2024,August,Q3,CUST7191,Priya,Corporate,India,Bihar,Patna,East,Technology,Laptop,Laptop,7944.55,1,10,425.14,3,5.35,UPI,Standard Class
ORD03928,2023-08-15,2023-08-21,2023,August,Q3,CUST3058,Rahul,Home Office,India,Karnataka,Bengaluru,South,Office Supplies,Paper,Paper,5057.41,2,5,492.55,6,9.74,Debit Card,Same Day
ORD03929,2024-05-04,2024-05-07,2024,May,Q2,CUST2530,Sneha,Corporate,India,Maharashtra,Mumbai,West,Office Supplies,Pen,Pen,4223.12,5,0,130.8,3,3.1,Net Banking,Same Day
ORD03930,2023-08-16,2023-08-23,2023,August,Q3,CUST7290,Pooja,Home Office,India,Bihar,Darbhanga,East,Furniture,Table,Table,1536.44,10,0,28.95,7,1.88,Net Banking,First Class
ORD03931,2024-08-25,2024-08-28,2024,August,Q3,CUST9264,Rahul,Home Office,India,Bihar,Darbhanga,East,Furniture,Table,Table,742.26,10,0,14.36,3,1.93,Cash,Standard Class
ORD03932,2024-05-14,2024-05-17,2024,May,Q2,CUST1718,Neha,Home Office,India,Gujarat,Surat,West,Furniture,Bookcase,Bookcase,290.17,3,15,49.2,3,16.96,Credit Card,Same Day
ORD03933,2024-01-07,2024-01-08,2024,January,Q1,CUST1292,Pooja,Home Office,India,Gujarat,Ahmedabad,West,Office Supplies,Notebook,Notebook,3300.48,5,15,959.12,1,29.06,Credit Card,First Class
ORD03934,2023-04-11,2023-04-16,2023,April,Q2,CUST2730,Simran,Consumer,India,Karnataka,Mysuru,South,Technology,Keyboard,Keyboard,2098.43,3,0,149.07,5,7.1,UPI,Second Class
ORD03935,2024-09-06,2024-09-11,2024,September,Q3,CUST9972,Simran,Consumer,India,Maharashtra,Mumbai,West,Furniture,Bookcase,Bookcase,3706.84,6,0,-174.38,5,-4.7,Debit Card,Standard Class
ORD03936,2023-12-18,2023-12-19,2023,December,Q4,CUST3647,Saurabh,Corporate,India,Gujarat,Ahmedabad,West,Technology,Keyboard,Keyboard,8424.24,1,15,-326.88,1,-3.88,Debit Card,First Class
ORD03937,2024-11-08,2024-11-10,2024,November,Q4,CUST9442,Anjali,Consumer,India,Delhi,New Delhi,North,Technology,Laptop,Laptop,9413.76,7,5,2468.53,2,26.22,Net Banking,Same Day
ORD03938,2023-05-26,2023-05-27,2023,May,Q2,CUST5213,Shweta,Corporate,India,Karnataka,Mysuru,South,Office Supplies,Marker,Marker,5448.11,3,0,764.14,1,14.03,Cash,Standard Class
ORD03939,2024-05-14,2024-05-18,2024,May,Q2,CUST5840,Neha,Corporate,India,Maharashtra,Pune,West,Office Supplies,Paper,Paper,6607.02,4,10,564.69,4,8.55,Credit Card,Second Class
ORD03940,2023-08-12,2023-08-13,2023,August,Q3,CUST5860,Nisha,Home Office,India,Madhya Pradesh,Bhopal,Central,Furniture,Bookcase,Bookcase,6542.78,5,10,-224.62,1,-3.43,Credit Card,First Class
ORD03941,2024-03-12,2024-03-18,2024,March,Q1,CUST6736,Anjali,Corporate,India,Delhi,New Delhi,North,Furniture,Table,Table,729.67,10,0,80.29,6,11.0,UPI,First Class
ORD03942,2023-09-18,2023-09-20,2023,September,Q3,CUST7764,Neha,Consumer,India,Bihar,Darbhanga,East,Furniture,Bookcase,Bookcase,5586.3,3,20,1456.55,2,26.07,Net Banking,Standard Class
ORD03943,2023-04-30,2023-05-03,2023,April,Q2,CUST8056,Anjali,Corporate,India,Gujarat,Ahmedabad,West,Technology,Keyboard,Keyboard,1225.67,1,20,291.62,3,23.79,Cash,Second Class
ORD03944,2024-05-18,2024-05-19,2024,May,Q2,CUST8011,Rahul,Consumer,India,Maharashtra,Pune,West,Furniture,Bookcase,Bookcase,2258.46,5,0,198.58,1,8.79,UPI,First Class
ORD03945,2023-09-18,2023-09-24,2023,September,Q3,CUST2529,Arjun,Corporate,India,Maharashtra,Pune,West,Technology,Printer,Printer,3302.7,2,5,297.42,6,9.01,UPI,Second Class
ORD03946,2024-05-18,2024-05-21,2024,May,Q2,CUST5357,Amit,Consumer,India,Gujarat,Ahmedabad,West,Office Supplies,Paper,Paper,1674.86,5,0,211.45,3,12.62,Debit Card,Second Class
ORD03947,2024-07-20,2024-07-21,2024,July,Q3,CUST8301,Sneha,Home Office,India,Bihar,Patna,East,Technology,Keyboard,Keyboard,8056.1,9,5,842.16,1,10.45,UPI,Second Class
ORD03948,2023-06-17,2023-06-24,2023,June,Q2,CUST7936,Nisha,Corporate,India,Gujarat,Surat,West,Office Supplies,Notebook,Notebook,5008.01,1,20,1237.32,7,24.71,Cash,Second Class
ORD03949,2024-05-06,2024-05-10,2024,May,Q2,CUST5256,Arjun,Home Office,India,Delhi,New Delhi,North,Technology,Mouse,Mouse,7119.37,5,15,866.14,4,12.17,Credit Card,Same Day
ORD03950,2024-11-27,2024-11-28,2024,November,Q4,CUST6009,Pooja,Home Office,India,Maharashtra,Pune,West,Furniture,Sofa,Sofa,2725.42,6,0,707.86,1,25.97,Net Banking,Second Class
ORD03951,2023-05-03,2023-05-04,2023,May,Q2,CUST3364,Deepak,Corporate,India,Karnataka,Mysuru,South,Furniture,Table,Table,5854.8,9,15,160.43,1,2.74,Credit Card,Standard Class
ORD03952,2023-05-25,2023-05-26,2023,May,Q2,CUST5033,Rohan,Home Office,India,Karnataka,Bengaluru,South,Office Supplies,Pen,Pen,2837.37,6,10,655.71,1,23.11,Net Banking,Same Day
ORD03953,2023-02-06,2023-02-13,2023,February,Q1,CUST6717,Rohan,Home Office,India,Karnataka,Bengaluru,South,Office Supplies,Notebook,Notebook,632.63,10,20,188.04,7,29.72,UPI,Standard Class
ORD03954,2023-01-16,2023-01-22,2023,January,Q1,CUST9869,Pooja,Consumer,India,Karnataka,Bengaluru,South,Furniture,Bookcase,Bookcase,1477.45,8,5,337.78,6,22.86,UPI,First Class
ORD03955,2024-02-16,2024-02-21,2024,February,Q1,CUST3332,Neha,Home Office,India,Delhi,New Delhi,North,Office Supplies,Marker,Marker,4068.8,8,15,497.52,5,12.23,Cash,Standard Class
ORD03956,2023-02-05,2023-02-10,2023,February,Q1,CUST6800,Riya,Corporate,India,Karnataka,Bengaluru,South,Technology,Laptop,Laptop,8830.38,10,15,834.64,5,9.45,Credit Card,First Class
ORD03957,2023-11-13,2023-11-15,2023,November,Q4,CUST9354,Arjun,Corporate,India,Madhya Pradesh,Bhopal,Central,Furniture,Bookcase,Bookcase,5467.44,10,0,-179.03,2,-3.27,Debit Card,Second Class
ORD03958,2024-02-28,2024-03-03,2024,February,Q1,CUST7957,Simran,Corporate,India,Gujarat,Surat,West,Furniture,Chair,Chair,223.01,6,10,7.96,4,3.57,Net Banking,Same Day
ORD03959,2023-08-21,2023-08-23,2023,August,Q3,CUST8797,Sneha,Consumer,India,Gujarat,Ahmedabad,West,Office Supplies,Marker,Marker,6869.71,3,15,-51.92,2,-0.76,Credit Card,Second Class
ORD03960,2023-12-01,2023-12-05,2023,December,Q4,CUST7644,Vikas,Home Office,India,Bihar,Patna,East,Furniture,Chair,Chair,1314.87,10,0,123.38,4,9.38,Cash,First Class
ORD03961,2024-02-11,2024-02-16,2024,February,Q1,CUST4780,Ankit,Home Office,India,Delhi,New Delhi,North,Technology,Printer,Printer,6548.8,1,15,1304.69,5,19.92,Net Banking,Same Day
ORD03962,2024-10-04,2024-10-05,2024,October,Q4,CUST2693,Riya,Consumer,India,Bihar,Patna,East,Office Supplies,Marker,Marker,1948.82,1,10,-43.15,1,-2.21,UPI,First Class
ORD03963,2024-11-08,2024-11-10,2024,November,Q4,CUST8578,Pooja,Home Office,India,Maharashtra,Mumbai,West,Technology,Printer,Printer,9415.89,8,10,388.25,2,4.12,Cash,Standard Class
ORD03964,2023-03-18,2023-03-20,2023,March,Q1,CUST6644,Riya,Home Office,India,Maharashtra,Mumbai,West,Office Supplies,Paper,Paper,8562.8,4,10,2159.73,2,25.22,Cash,Same Day
ORD03965,2023-10-21,2023-10-25,2023,October,Q4,CUST7255,Rohan,Consumer,India,Madhya Pradesh,Indore,Central,Technology,Laptop,Laptop,7770.72,2,0,70.65,4,0.91,Debit Card,Second Class
ORD03966,2023-11-16,2023-11-17,2023,November,Q4,CUST5597,Vikas,Corporate,India,Karnataka,Mysuru,South,Office Supplies,Marker,Marker,8253.65,4,10,1809.51,1,21.92,Debit Card,First Class
ORD03967,2024-06-30,2024-07-03,2024,June,Q2,CUST3886,Saurabh,Corporate,India,Bihar,Patna,East,Furniture,Chair,Chair,6047.89,7,20,411.38,3,6.8,UPI,Same Day
ORD03968,2023-07-19,2023-07-20,2023,July,Q3,CUST3042,Anjali,Home Office,India,Madhya Pradesh,Indore,Central,Furniture,Sofa,Sofa,2772.58,4,20,-20.35,1,-0.73,Credit Card,Same Day
ORD03969,2024-06-15,2024-06-20,2024,June,Q2,CUST1774,Karan,Consumer,India,Gujarat,Ahmedabad,West,Technology,Keyboard,Keyboard,5195.62,7,0,804.5,5,15.48,Net Banking,Standard Class
ORD03970,2024-07-23,2024-07-28,2024,July,Q3,CUST3794,Ritika,Consumer,India,Madhya Pradesh,Indore,Central,Technology,Keyboard,Keyboard,3721.52,7,5,433.09,5,11.64,Debit Card,Second Class
ORD03971,2023-07-26,2023-07-27,2023,July,Q3,CUST5292,Akash,Consumer,India,Karnataka,Mysuru,South,Furniture,Bookcase,Bookcase,3762.44,4,15,655.99,1,17.44,Cash,Standard Class
ORD03972,2024-06-16,2024-06-22,2024,June,Q2,CUST1114,Anjali,Corporate,India,Maharashtra,Pune,West,Furniture,Table,Table,9032.34,10,5,66.59,6,0.74,Cash,Second Class
ORD03973,2023-10-21,2023-10-25,2023,October,Q4,CUST7758,Karan,Home Office,India,Delhi,New Delhi,North,Technology,Laptop,Laptop,3937.81,2,15,-2.74,4,-0.07,UPI,Same Day
ORD03974,2023-07-28,2023-07-30,2023,July,Q3,CUST8784,Ankit,Home Office,India,Maharashtra,Nagpur,West,Office Supplies,Marker,Marker,6324.45,9,0,1297.17,2,20.51,UPI,Same Day
ORD03975,2023-08-01,2023-08-07,2023,August,Q3,CUST4038,Nisha,Home Office,India,Madhya Pradesh,Indore,Central,Office Supplies,Notebook,Notebook,9332.74,6,10,444.29,6,4.76,Net Banking,Second Class
ORD03976,2023-03-06,2023-03-10,2023,March,Q1,CUST1842,Pooja,Consumer,India,Delhi,New Delhi,North,Furniture,Table,Table,9512.07,7,15,-264.99,4,-2.79,Net Banking,First Class
ORD03977,2023-06-08,2023-06-13,2023,June,Q2,CUST9080,Anjali,Home Office,India,Delhi,New Delhi,North,Office Supplies,Marker,Marker,6109.54,7,0,-183.31,5,-3.0,Cash,Same Day
ORD03978,2023-03-14,2023-03-15,2023,March,Q1,CUST6547,Rahul,Consumer,India,Maharashtra,Pune,West,Office Supplies,Paper,Paper,8958.99,9,20,1213.34,1,13.54,Net Banking,Standard Class
ORD03979,2024-06-06,2024-06-12,2024,June,Q2,CUST4987,Arjun,Home Office,India,Bihar,Darbhanga,East,Office Supplies,Notebook,Notebook,6759.61,3,20,1629.41,6,24.11,UPI,First Class
ORD03980,2024-10-23,2024-10-28,2024,October,Q4,CUST2580,Karan,Corporate,India,Madhya Pradesh,Indore,Central,Furniture,Table,Table,1673.04,3,15,-61.05,5,-3.65,Net Banking,First Class
ORD03981,2024-06-12,2024-06-18,2024,June,Q2,CUST3436,Pooja,Consumer,India,Maharashtra,Nagpur,West,Technology,Printer,Printer,8813.04,7,20,530.78,6,6.02,Cash,Same Day
ORD03982,2023-12-15,2023-12-19,2023,December,Q4,CUST3610,Pooja,Consumer,India,Maharashtra,Nagpur,West,Technology,Mouse,Mouse,1463.99,2,0,166.84,4,11.4,Debit Card,Same Day
ORD03983,2023-02-08,2023-02-09,2023,February,Q1,CUST5538,Neha,Consumer,India,Gujarat,Ahmedabad,West,Furniture,Sofa,Sofa,6063.4,7,15,-237.44,1,-3.92,Net Banking,Standard Class
ORD03984,2024-07-29,2024-07-31,2024,July,Q3,CUST7879,Ankit,Corporate,India,Karnataka,Mysuru,South,Technology,Laptop,Laptop,2893.98,3,0,-111.48,2,-3.85,Net Banking,Same Day
ORD03985,2024-07-11,2024-07-17,2024,July,Q3,CUST7976,Neha,Corporate,India,Karnataka,Mysuru,South,Technology,Printer,Printer,4319.29,4,15,1137.2,6,26.33,UPI,Second Class
ORD03986,2024-09-17,2024-09-23,2024,September,Q3,CUST6437,Neha,Home Office,India,Bihar,Darbhanga,East,Technology,Laptop,Laptop,9829.99,7,5,1700.26,6,17.3,UPI,Same Day
ORD03987,2023-03-18,2023-03-24,2023,March,Q1,CUST7765,Akash,Home Office,India,Gujarat,Ahmedabad,West,Technology,Keyboard,Keyboard,1784.05,8,10,476.43,6,26.7,Credit Card,Second Class
ORD03988,2024-01-16,2024-01-20,2024,January,Q1,CUST2403,Deepak,Corporate,India,Bihar,Darbhanga,East,Office Supplies,Pen,Pen,5259.23,4,15,20.05,4,0.38,Credit Card,Second Class
ORD03989,2024-01-06,2024-01-11,2024,January,Q1,CUST3263,Simran,Corporate,India,Karnataka,Mysuru,South,Technology,Mouse,Mouse,9232.92,8,20,1986.13,5,21.51,Credit Card,Second Class
ORD03990,2023-11-16,2023-11-21,2023,November,Q4,CUST3723,Sneha,Home Office,India,Bihar,Patna,East,Office Supplies,Pen,Pen,7370.71,8,10,1460.97,5,19.82,Debit Card,Standard Class
ORD03991,2023-07-06,2023-07-09,2023,July,Q3,CUST7389,Riya,Home Office,India,Karnataka,Bengaluru,South,Technology,Keyboard,Keyboard,2163.33,6,0,51.6,3,2.39,Cash,Second Class
